90,0,1240,0,0,0
0,0,0,0,0,405
90,405,0,405,300,405
0,300,300,405,300,1205
90,1205,300,1205,0,1205
0,0,0,1205,0,1910
90,1910,0,1910,505,1910
0,505,505,1910,505,2115
90,2115,505,2115,0,2115
0,0,0,2115,0,2510
90,2510,0,2510,1025,2510
0,1025,1025,2510,1025,2000
90,2000,1025,2000,1240,2000
0,1240,1240,2000,1240,1205
90,1205,1240,1205,840,1205
0,840,840,1205,840,800
90,800,840,800,1240,800
0,1240,1240,800,1240,0
