-367,-635.662646377778,-120,734
-363.088912527975,-637.904727682162,-119.648093841642,734.000000000001
-357.206830523636,-636.634337926614,-119.296187683284,730
-353.289959750526,-638.816252407116,-118.944281524927,730
-349.359761793247,-640.974068773274,-118.592375366569,730
-345.416384910956,-643.107705625618,-118.240469208211,730
-338.65345749399,-639.913928374251,-117.888563049853,724
-333.792161779747,-640.208397894313,-117.536656891496,722
-330.310642379696,-643.135972816567,-117.184750733138,723
-326.354346632477,-645.152571438795,-116.83284457478,723
-322.385739795282,-647.144832921232,-116.480938416422,723
-317.964577424612,-648.214877570075,-116.129032258065,722
-313.977320506914,-650.155552315981,-115.777126099707,722
-309.978219398742,-652.071701194267,-115.425219941349,722
-303.424759377123,-648.5286542605,-115.073313782991,716
-298.18123004195,-647.654965279098,-114.721407624633,713
-293.372545954992,-647.65233673622,-114.369501466276,711
-289.389207940542,-649.441980724641,-114.017595307918,710.999999999999
-284.190755159786,-648.459416372151,-113.66568914956,708
-280.202633339738,-650.19265165755,-113.313782991202,708
-273.863230046405,-646.376771881965,-112.961876832845,702
-269.888094377127,-648.046616003419,-112.609970674487,702
-265.902777698624,-649.692013812819,-112.258064516129,702
-259.295817795963,-644.818330131458,-111.906158357771,694.999999999999
-253.493618378507,-641.748381720883,-111.554252199413,690
-250.27061942968,-645.157823365945,-111.202346041056,692
-245.591555809838,-644.813762039012,-110.850439882698,690
-240.926186389735,-644.436632037393,-110.49853372434,688
-236.963588074735,-645.904217300636,-110.146627565982,688
-232.992050764181,-647.347437069694,-109.794721407625,688
-228.34599252006,-646.880288538791,-109.442815249267,686.000000000001
-224.368622835751,-648.270561638263,-109.090909090909,686
-217.812727594197,-642.06044551738,-108.739002932551,678
-213.865159493003,-643.386115450926,-108.387096774194,678
-209.290321605115,-642.785781798592,-108.035190615836,676
-204.123438850045,-640.248093876141,-107.683284457478,672
-200.187260200734,-641.48971999037,-107.33137829912,672
-195.951500809787,-641.750737693687,-106.979472140762,671
-191.720097834269,-641.983959368471,-106.627565982405,670
-187.212973763629,-641.229524004142,-106.275659824047,668
-182.722370416092,-640.444014219451,-105.923753665689,666
