-266.5,-461.591540217106,-120,533
-264.154603937246,-464.08872558893,-119.648093841642,534
-262.767216426291,-468.318684200811,-119.296187683284,537
-260.853819596621,-471.673917873199,-118.944281524927,539
-257.951933707617,-473.26715488876,-118.592375366569,539
-256.459836468135,-477.485447190527,-118.240469208211,542
-257.732120275122,-487.00631841742,-117.888563049853,550.999999999999
-255.660755490582,-490.353523594952,-117.536656891496,553
-255.385406763831,-497.251741085009,-117.184750733138,559
-257.291808548426,-508.626508603199,-116.83284457478,570
-255.054831483957,-511.987336695636,-116.480938416422,572
-259.392155267447,-528.806873807167,-116.129032258065,589
-257.444007950267,-533.091533200915,-115.777126099707,592
-257.170295595356,-540.984693927099,-115.425219941349,599
-258.504334106208,-552.517428909085,-115.073313782991,610
-257.196993654698,-558.636470752658,-114.721407624633,615
-258.299878717054,-570.225545424576,-114.369501466276,626
-254.792748482109,-571.801237600036,-114.017595307918,626
-253.684402910996,-578.850778456496,-113.66568914956,632
-256.456647463489,-595.091579483182,-113.313782991202,648.000000000001
-258.258487593619,-609.546186589545,-112.961876832845,662
-261.43006292941,-627.737462795335,-112.609970674487,680
-262.87254661374,-642.28811621951,-112.258064516129,694
-258.922730288343,-643.890533972996,-111.906158357771,694
-254.963146600991,-645.468662194627,-111.554252199413,694
-250.993944919361,-647.022441352552,-111.202346041056,694
-244.87969622778,-642.944736641797,-110.850439882698,688
-240.576002979285,-643.499950886176,-110.49853372434,687
-235.585892795231,-642.148960223307,-110.146627565982,684
-230.960143344726,-641.701965234784,-109.794721407625,682
-224.018736102041,-634.621624178726,-109.442815249267,673
-220.116739312625,-635.985550994972,-109.090909090909,673
-217.812727594197,-642.06044551738,-108.739002932551,678
-210.710806108151,-633.896644721561,-108.387096774194,668
-208.980720537652,-641.83491525747,-108.035190615836,675
-205.034704202054,-643.106344295231,-107.683284457478,675
-200.485157909366,-642.444317787975,-107.33137829912,673
-194.199326435929,-636.012281022805,-106.979472140762,665
-192.292396633775,-643.900329396436,-106.627565982405,672
-185.811679049829,-636.429901818482,-106.275659824047,662.999999999999
-180.253149194253,-631.789365378648,-105.923753665689,657
-176.369373291904,-632.884542523058,-105.571847507331,657
-174.579144427918,-641.6752467805,-105.219941348974,665
-168.582008660092,-635.003233343051,-104.868035190616,657
-164.678713693979,-636.026667095096,-104.516129032258,657
-161.748014494739,-640.904501315921,-104.1642228739,661
-157.569861319623,-640.914767191173,-103.812316715543,660.000000000001
-152.699372379204,-637.980330163084,-103.460410557185,656
-148.778092005165,-638.906158476581,-103.108504398827,656
-144.851199263784,-639.807885284203,-102.756598240469,656
-140.274396364432,-637.755512500358,-102.404692082111,653
-136.145918389956,-637.627076672372,-102.052785923754,652
-132.227119880958,-638.451242279304,-101.700879765396,652
-128.303333358205,-639.251323541198,-101.348973607038,652
-124.565465591815,-641.008927224804,-100.99706744868,653
-120.626114579225,-641.76190326438,-100.645161290323,653
-116.682213178489,-642.490670070601,-100.293255131965,653
-112.733910165702,-643.19520015214,-99.941348973607,653
-108.781354483,-643.875466931956,-99.5894428152493,653
-104.664167368882,-643.544413439336,-99.2375366568915,652
-100.09176864324,-640.223115679111,-98.8856304985337,648
-96.0093140834109,-639.836863277846,-98.533724340176,647
-92.0777003628155,-640.414472896964,-98.1818181818182,647
-88.1426131880876,-640.967924111944,-97.8299120234604,647
-84.2042010028216,-641.497196044906,-97.4780058651026,647
-80.2626123760419,-642.002268730083,-97.1260997067449,647
-76.3179959965974,-642.483123114579,-96.7741935483871,647
-72.3705006675534,-642.939741059088,-96.4222873900293,647
-68.1030251832647,-640.388927106713,-96.0703812316715,644
-64.0689065059339,-639.800105672962,-95.7184750733138,643
-60.0445935871064,-639.185925049167,-95.366568914956,642
-56.1176562025811,-639.542655858332,-95.0146627565982,642
-52.026020573128,-637.881880275121,-94.6627565982405,640
-48.0320761526948,-637.192215630779,-94.3108504398827,639
-44.1866521156557,-638.472818352363,-93.9589442815249,640
-40.3902198840141,-640.728203014134,-93.6070381231672,642
-36.1702696563508,-635.972256936564,-93.2551319648094,637
-32.26352055026,-636.182415067961,-92.9032258064516,637
-28.4445827930634,-638.366591943633,-92.5513196480938,639
-24.4848961009219,-637.529991343879,-92.1994134897361,638
-20.439841983658,-633.670429213549,-91.8475073313783,634
-16.6519279351553,-637.782653649378,-91.4956011730205,638
-12.7344277311136,-637.872898272345,-91.1436950146628,638
-8.8164471452808,-637.939080367189,-90.791788856305,638
-4.8981339759383,-637.981197437318,-90.4398826979472,638
-0.982706993267202,-639.999245536247,-90.0879765395894,640
2.94350528754714,-638.993220446526,-89.7360703812317,639
6.86807105060929,-638.963089387833,-89.3841642228739,639
10.8092672089159,-639.908712038214,-89.0322580645161,640
14.7393074534002,-639.830253126401,-88.6803519061584,640
18.6396216988532,-638.728083383629,-88.3284457478006,639
22.6328803798089,-640.600306529519,-87.9765395894428,641
26.5669453048685,-640.449215330277,-87.624633431085,641
30.452426127195,-639.275097077125,-87.2727272727273,640
34.3782042828415,-639.076004142142,-86.9208211143695,640
38.6617732642352,-644.842048325065,-86.5689149560117,646
42.2257219957378,-638.605502953066,-86.217008797654,640
46.219270466603,-639.331509498425,-85.8651026392962,641
50.1450977137754,-639.035577393994,-85.5131964809384,641
54.0690333335918,-638.715538901608,-85.1612903225806,641
57.9909293031289,-638.371406094101,-84.8093841642229,641
61.9106376764051,-638.003191953223,-84.4574780058651,641
65.5199231769042,-634.626771943079,-84.1055718475073,638
69.416490438791,-634.212386236,-83.7536656891496,638
74.229692251923,-641.721086445026,-83.4017595307918,646
78.411679035346,-643.238376180136,-83.049853372434,648
82.3608946002989,-642.744648395176,-82.6979472140762,648
86.3070032589261,-642.226674304691,-82.3460410557185,648
90.5284050906094,-643.664981082357,-81.9941348973607,650
94.6253661376912,-644.086205475096,-81.6422287390029,651
98.2766276004704,-641.515942488944,-81.2903225806452,649
102.21488949658,-640.900239011659,-80.9384164222874,649
106.149295532597,-640.260358805645,-80.5865102639296,649
110.079697290621,-639.596326009152,-80.2346041055718,649
113.654618471436,-636.939265315079,-79.8826979472141,647
117.564480901514,-636.229198347858,-79.5307917888563,647
122.033138306796,-638.4417852514,-79.1788856304985,650
126.145843422946,-638.661276567723,-78.8269794721408,651
130.066046640094,-637.874457484713,-78.475073313783,651
133.981343365818,-637.063575814762,-78.1231671554252,651
137.467955838862,-634.274042601055,-77.7712609970674,649
141.360999628005,-633.417767183848,-77.4193548387097,649
145.248710845348,-632.537597299769,-77.0674486803519,649
151.658585933353,-642.339219815119,-76.7155425219941,660
155.600897436222,-641.395635093538,-76.3636363636364,660
159.537339194538,-640.427854955363,-76.0117302052786,660
163.467762713606,-639.435915908239,-75.6598240469208,660
167.392019725761,-638.419855371158,-75.3079178885631,660
171.309962195954,-637.37971167305,-74.9560117302053,660
175.752416395001,-638.243752912097,-74.6041055718475,662
179.940523078529,-638.114729617038,-74.2521994134897,663
184.133664553889,-637.958300814368,-73.900293255132,664
188.04845643705,-636.815340606398,-73.5483870967742,664
191.956154553908,-635.648357764634,-73.1964809384164,664
195.561646717721,-633.501888184284,-72.8445747800587,663
199.749680120294,-633.242501173003,-72.4926686217009,664
204.248572651092,-633.907343836614,-72.1407624633431,666
207.825584957723,-631.691005347536,-71.7888563049853,665
213.293177110121,-635.142519910508,-71.4369501466276,670
217.190124804547,-633.820518512445,-71.0850439882698,670
221.738816372776,-634.362591357341,-70.733137829912,672
225.966574680602,-633.93068006456,-70.3812316715542,673
231.221996912177,-636.290333215856,-70.0293255131965,677
235.125656175943,-634.858193463573,-69.6774193548387,676.999999999999
240.432678838796,-637.144510253679,-69.3255131964809,681
244.700208589747,-636.589198711488,-68.9736070381232,682
248.605449230467,-635.074271729628,-68.6217008797654,682
252.131075181382,-632.606450273691,-68.2697947214076,681
256.763584030167,-632.899250999702,-67.9178885630498,683
261.790791600988,-634.083260647155,-67.5659824046921,686
265.680318709865,-632.463412578328,-67.2140762463343,686
269.559823539762,-630.819706043821,-66.8621700879765,686
275.422083648659,-633.737860505928,-66.5102639296188,691
279.309232243314,-632.034297157718,-66.158357771261,691
284.825125733628,-633.955556605369,-65.8064516129032,695
292.036754140326,-639.471292734226,-65.4545454545455,703
295.958803423841,-637.665575890629,-65.1026392961877,703
299.869688230782,-635.835804339748,-64.7507331378299,703.000000000001
307.226094726478,-641.196636546947,-64.3988269794721,711
311.158454374645,-639.297596015488,-64.0469208211144,711
315.079076168642,-637.374439211924,-63.6950146627566,711
318.987812210553,-635.427238683647,-63.3431085043988,711
322.88451505083,-633.456067885051,-62.991202346041,711
327.228628464167,-632.349131978103,-62.6392961876833,712
331.106270500246,-630.327405112151,-62.2873900293255,712
338.264680553381,-634.458829152939,-61.9354838709677,718.999999999999
345.010329846894,-637.646353631021,-61.58357771261,725
347.476363799916,-632.885595191096,-61.2316715542522,722
